episode,level,total_reward,steps_taken,treasures_collected,final_score,lives_remaining,epsilon,duration_sec,avg_reward_100,avg_treasures_100,walls_hit,explored_cells,hint_accuracy
325,hard,981.06,205,5,145,0,0.02,22.73,481.96,2.12,77,62,68.29
326,hard,657.2,185,3,75,0,0.02,14.56,486.03,2.14,87,53,60.54
327,hard,925.55,294,4,55,0,0.02,21.06,491.14,2.16,90,69,51.7
328,hard,469.07,133,2,25,0,0.02,12.11,491.22,2.16,21,31,63.16
329,hard,453.19,83,2,10,0,0.02,10.14,492.31,2.16,6,39,61.45
330,hard,489.87,185,2,-15,0,0.02,15.77,490.41,2.16,57,51,50.27
331,hard,377.18,49,2,5,0,0.02,3.65,489.61,2.16,5,27,63.27
332,hard,791.68,177,4,70,0,0.02,12.7,494.5,2.19,49,63,51.98
333,hard,68.34,55,0,-75,0,0.02,4.58,491.34,2.17,10,27,50.91
334,hard,409.5,64,2,30,0,0.02,4.35,491.48,2.17,15,34,73.44
335,hard,820.21,164,4,70,0,0.02,12.54,495.89,2.19,33,64,62.2
336,hard,818.26,171,4,105,0,0.02,13.6,494.29,2.19,36,63,49.12
337,hard,439.48,60,2,25,0,0.02,4.48,496.42,2.2,5,34,70.0
338,hard,422.11,61,2,5,0,0.02,4.55,497.99,2.21,4,31,68.85
339,hard,610.01,91,3,75,0,0.02,8.32,498.3,2.21,13,42,64.84
340,hard,208.57,36,1,5,0,0.02,3.27,498.38,2.21,2,21,66.67
341,hard,617.08,182,2,35,0,0.02,13.17,501.31,2.22,29,67,54.4
342,hard,652.33,113,3,65,0,0.02,8.2,506.92,2.25,7,47,62.83
343,hard,508.29,66,3,40,0,0.02,5.28,508.01,2.27,16,33,75.76
344,hard,442.71,119,2,50,0,0.02,9.5,510.54,2.28,16,27,63.87
345,hard,421.7,78,2,25,0,0.02,7.05,512.94,2.29,25,34,74.36
346,hard,446.72,95,2,10,0,0.02,10.58,515.02,2.3,18,45,57.89
347,hard,581.3,63,3,60,0,0.02,6.3,514.25,2.3,7,38,79.37
348,hard,774.55,105,4,90,0,0.02,10.62,515.88,2.32,13,47,68.57
349,hard,183.22,24,1,-5,0,0.02,2.85,509.5,2.29,1,15,75.0
350,hard,768.48,107,4,105,0,0.02,11.31,514.78,2.32,26,50,71.96
351,hard,623.5,111,3,60,0,0.02,13.71,516.12,2.33,15,40,65.77
352,hard,988.98,174,5,120,0,0.02,17.44,522.3,2.37,51,66,63.22
353,hard,486.99,104,2,5,0,0.02,10.15,522.08,2.37,9,40,55.77
354,hard,323.06,146,1,-20,0,0.02,13.98,522.98,2.37,26,34,54.79
355,hard,1014.5,284,5,125,0,0.02,30.57,528.35,2.4,93,64,51.06
356,hard,393.85,43,2,10,0,0.02,4.79,527.18,2.4,1,25,74.42
357,hard,769.92,179,4,95,0,0.02,17.93,532.82,2.43,53,52,48.6
358,hard,602.16,90,3,55,0,0.02,8.79,532.86,2.43,12,40,68.89
359,hard,411.4,65,2,35,0,0.02,8.48,532.75,2.43,10,32,64.62
360,hard,411.16,101,2,20,0,0.02,10.35,534.42,2.44,29,32,67.33
361,hard,484.58,93,2,35,0,0.02,7.47,535.23,2.44,20,47,68.82
362,hard,430.44,74,2,35,0,0.02,5.22,528.75,2.41,9,36,60.81
363,hard,393.05,55,2,50,0,0.02,4.21,528.06,2.41,5,28,63.64
364,hard,203.82,29,1,0,0,0.02,2.26,527.45,2.41,4,21,68.97
365,hard,180.74,52,1,5,0,0.02,3.69,518.97,2.38,13,22,48.08
366,hard,388.42,101,2,45,0,0.02,7.26,517.97,2.38,17,27,49.5
367,hard,449.49,79,2,10,0,0.02,6.15,517.91,2.38,21,40,73.42
368,hard,580.66,75,3,55,0,0.02,5.5,519.86,2.4,7,37,69.33
369,hard,418.91,68,2,15,0,0.02,6.41,518.25,2.4,7,35,63.24
370,hard,839.35,174,4,90,0,0.02,12.51,522.3,2.42,36,63,56.32
371,hard,562.08,59,3,75,0,0.02,4.75,523.88,2.43,9,33,83.05
372,hard,422.06,64,2,10,0,0.02,5.67,518.58,2.41,9,33,70.31
373,hard,429.2,101,2,-10,0,0.02,12.74,517.74,2.41,19,39,60.4
374,hard,279.5,90,1,-10,0,0.02,8.07,514.65,2.39,15,28,60.0
375,hard,400.48,73,2,30,0,0.02,8.18,513.65,2.39,22,32,76.71
376,hard,804.73,223,4,80,0,0.02,25.6,519.06,2.42,64,65,44.84
377,hard,637.24,101,3,55,0,0.02,11.72,519.37,2.42,3,46,64.36
378,hard,407.24,54,2,25,0,0.02,5.01,519.7,2.42,7,27,77.78
379,hard,734.82,77,4,105,0,0.02,7.76,522.48,2.44,9,49,71.43
380,hard,359.45,44,2,20,0,0.02,4.34,523.72,2.45,5,25,70.45
381,hard,220.06,25,1,-10,0,0.02,2.78,523.85,2.45,1,20,88.0
382,hard,380.71,36,2,30,0,0.02,3.53,523.35,2.45,2,23,77.78
383,hard,371.01,40,2,50,0,0.02,4.84,518.81,2.43,6,25,82.5
384,hard,1060.32,220,5,60,0,0.02,23.78,523.91,2.46,59,79,58.64
385,hard,625.59,97,3,70,0,0.02,7.51,523.32,2.46,13,44,62.89
386,hard,725.53,180,3,40,0,0.02,13.58,521.9,2.45,64,65,57.78
387,hard,840.02,128,4,120,0,0.02,9.41,523.79,2.47,19,53,67.19
388,hard,409.51,53,2,15,0,0.02,4.28,520.03,2.45,4,31,73.58
389,hard,221.17,50,1,-30,0,0.02,4.72,514.02,2.42,3,28,62.0
390,hard,359.81,45,2,5,0,0.02,3.2,507.81,2.4,2,27,66.67
391,hard,186.42,45,1,-5,0,0.02,3.39,505.63,2.39,7,19,53.33
392,hard,478.86,92,2,10,0,0.02,6.52,505.54,2.39,11,44,59.78
393,hard,199.57,29,1,-10,0,0.02,2.47,503.16,2.38,2,18,68.97
394,hard,588.63,129,3,75,0,0.02,9.75,504.05,2.39,33,41,68.99
395,hard,658.68,123,3,25,0,0.02,9.99,506.81,2.4,12,53,60.98
396,hard,793.28,158,4,100,0,0.02,21.39,506.43,2.4,47,51,51.9
397,hard,502.8,109,2,35,0,0.02,19.15,507.5,2.4,24,49,64.22
398,hard,420.35,76,2,-25,-1,0.02,8.26,506.98,2.4,7,35,65.79
399,hard,667.73,135,3,45,0,0.02,13.32,509.37,2.41,22,62,59.26
400,hard,583.06,84,3,55,0,0.02,9.3,509.16,2.41,12,39,65.48
401,hard,1180.46,401,5,70,0,0.02,42.65,518.92,2.45,90,97,51.62
402,hard,598.79,111,3,15,0,0.02,8.38,522.67,2.47,35,50,70.27
403,hard,508.35,173,2,15,0,0.02,13.33,523.61,2.47,42,38,58.96
404,hard,565.53,80,3,80,0,0.02,7.12,524.66,2.48,16,39,67.5
405,hard,918.31,183,4,80,0,0.02,14.15,527.76,2.49,37,69,57.92
406,hard,464.41,87,2,10,0,0.02,7.73,527.94,2.49,15,40,67.82
407,hard,418.68,90,2,-10,0,0.02,6.52,527.91,2.49,5,31,56.67
408,hard,820.32,167,4,90,0,0.02,12.31,534.27,2.52,46,56,59.28
409,hard,409.73,81,2,20,0,0.02,6.8,534.37,2.52,13,30,67.9
410,hard,423.57,64,2,20,0,0.02,6.73,536.67,2.53,7,30,62.5
411,hard,569.79,71,3,50,0,0.02,8.45,537.75,2.54,20,36,80.28
412,hard,340.72,50,2,5,0,0.02,4.56,536.69,2.54,7,24,74.0
413,hard,482.66,96,2,5,0,0.02,6.84,534.36,2.53,17,45,64.58
414,hard,513.24,80,2,20,0,0.02,7.66,535.4,2.53,5,46,65.0
415,hard,499.7,149,2,5,0,0.02,12.29,537.5,2.54,31,42,61.07
416,hard,186.6,23,1,-5,0,0.02,1.76,532.79,2.53,0,16,78.26
417,hard,364.86,33,2,5,0,0.02,2.74,529.94,2.53,1,22,81.82
418,hard,599.71,84,3,55,0,0.02,7.13,531.77,2.54,10,42,65.48
419,hard,764.63,117,4,115,0,0.02,18.73,535.02,2.56,31,49,69.23
420,hard,629.34,105,3,65,0,0.02,26.61,536.96,2.57,13,47,62.86
421,hard,841.97,153,4,85,0,0.02,19.7,541.59,2.59,31,61,63.4
422,hard,1026.79,381,4,85,0,0.02,31.54,544.37,2.59,93,72,51.18
423,hard,602.1,93,3,75,0,0.02,7.44,542.36,2.58,18,43,63.44
424,hard,481.36,93,2,5,0,0.02,7.58,542.74,2.58,9,44,60.22
425,hard,959.71,244,4,85,0,0.02,32.62,542.53,2.57,51,70,54.92
426,hard,414.71,95,2,10,0,0.02,15.81,540.1,2.56,26,36,56.84
427,hard,438.83,72,2,35,0,0.02,10.07,535.24,2.54,11,37,65.28
428,hard,400.22,77,2,45,0,0.02,8.59,534.55,2.54,14,30,63.64
429,hard,172.71,17,1,-5,0,0.02,1.54,531.74,2.53,0,15,82.35
430,hard,400.8,51,2,25,0,0.02,3.99,530.85,2.53,2,26,68.63
431,hard,406.66,49,2,30,0,0.02,4.09,531.15,2.53,3,29,67.35
432,hard,381.29,50,2,30,0,0.02,7.44,527.04,2.51,4,30,68.0
433,hard,220.77,37,1,-10,0,0.02,7.14,528.57,2.52,8,24,78.38
434,hard,834.53,143,4,100,0,0.02,12.91,532.82,2.54,28,54,66.43
435,hard,632.92,86,3,80,0,0.02,7.03,530.94,2.53,8,47,61.63
436,hard,545.23,51,3,60,0,0.02,4.3,528.21,2.52,7,32,76.47
437,hard,210.34,25,1,-15,0,0.02,1.73,525.92,2.51,1,17,92.0
438,hard,387.98,48,2,-5,0,0.02,3.88,525.58,2.51,3,29,77.08
439,hard,302.48,87,1,-10,0,0.02,7.05,522.51,2.49,6,29,58.62
440,hard,410.02,42,2,20,0,0.02,3.39,524.52,2.5,1,25,76.19
441,hard,630.93,134,3,25,0,0.02,13.55,524.66,2.51,29,56,61.19
442,hard,585.33,83,3,55,0,0.02,7.8,523.99,2.51,7,43,66.27
443,hard,393.76,46,2,35,0,0.02,4.49,522.84,2.5,3,28,71.74
444,hard,442.09,139,2,35,0,0.02,13.6,522.84,2.5,33,46,46.04
445,hard,146.93,27,1,-5,0,0.02,2.76,520.09,2.49,7,12,62.96
446,hard,468.11,90,2,-20,0,0.02,9.7,520.3,2.49,11,38,66.67
447,hard,395.46,48,2,5,0,0.02,4.51,518.45,2.48,1,29,66.67
448,hard,891.62,207,4,85,0,0.02,21.63,519.62,2.48,52,71,57.97
449,hard,634.32,75,3,70,0,0.02,5.58,524.13,2.5,4,47,64.0
450,hard,749.16,92,4,90,0,0.02,7.21,523.93,2.5,16,46,76.09
451,hard,244.37,37,1,-10,0,0.02,2.8,520.14,2.48,2,24,75.68
452,hard,456.57,78,2,35,0,0.02,6.18,514.82,2.45,9,39,65.38
453,hard,638.41,88,3,50,0,0.02,7.75,516.33,2.46,6,45,64.77
454,hard,497.06,114,2,25,0,0.02,8.8,518.07,2.47,16,50,60.53
455,hard,600.04,100,3,45,0,0.02,8.17,513.93,2.45,12,43,62.0
456,hard,1019.14,199,5,130,0,0.02,16.74,520.18,2.48,58,63,67.34
457,hard,1034.64,312,4,105,0,0.02,22.93,522.83,2.48,112,67,70.83
458,hard,49.32,49,0,-35,0,0.02,3.65,517.3,2.45,6,18,51.02
459,hard,811.67,147,4,70,0,0.02,11.04,521.3,2.47,34,56,65.99
460,hard,866.59,144,4,110,0,0.02,11.94,525.86,2.49,30,56,68.75
461,hard,395.08,48,2,25,0,0.02,4.03,524.96,2.49,3,27,66.67
462,hard,652.3,107,3,75,0,0.02,8.0,527.18,2.5,11,48,62.62
463,hard,758.85,120,4,85,0,0.02,9.45,530.84,2.52,33,46,69.17
464,hard,417.31,50,2,25,0,0.02,4.11,532.97,2.53,5,31,74.0
465,hard,755.2,90,4,60,0,0.02,7.4,538.72,2.56,17,47,72.22
466,hard,768.74,82,4,110,0,0.02,6.65,542.52,2.58,10,54,70.73
467,hard,1020.02,168,5,135,0,0.02,12.42,548.23,2.61,39,74,66.07
468,hard,454.46,79,2,25,0,0.02,7.3,546.96,2.6,8,37,63.29
469,hard,501.0,156,2,5,0,0.02,13.2,547.79,2.6,21,39,54.49
470,hard,589.09,75,3,70,0,0.02,7.0,545.28,2.59,7,43,62.67
471,hard,493.97,93,2,20,0,0.02,10.15,544.6,2.58,16,45,61.29
472,hard,229.19,32,1,-15,0,0.02,4.07,542.67,2.57,2,21,78.12
473,hard,1325.52,495,5,95,0,0.02,57.71,551.64,2.6,185,74,62.63
474,hard,407.53,57,2,15,0,0.02,5.29,552.92,2.61,9,35,80.7
475,hard,764.3,96,4,105,0,0.02,10.05,556.55,2.63,20,48,76.04
476,hard,863.85,147,4,100,0,0.02,15.64,557.15,2.63,27,66,63.27
477,hard,885.47,185,4,60,0,0.02,20.42,559.63,2.64,44,60,68.65
478,hard,847.44,155,4,95,0,0.02,14.71,564.03,2.66,39,53,72.26
479,hard,396.78,42,2,30,0,0.02,4.09,560.65,2.64,2,25,73.81
480,hard,768.02,95,4,95,0,0.02,9.27,564.74,2.66,13,50,73.68
481,hard,591.57,59,3,75,0,0.02,5.57,568.45,2.68,1,36,72.88
482,hard,540.47,57,3,55,0,0.02,6.2,570.05,2.69,9,33,71.93
483,hard,425.87,78,2,40,0,0.02,7.57,570.6,2.69,16,37,65.38
484,hard,1038.46,166,5,100,0,0.02,13.64,570.38,2.69,34,75,69.28
485,hard,435.24,78,2,30,0,0.02,6.11,568.47,2.68,15,32,67.95
486,hard,401.35,47,2,35,0,0.02,3.89,565.23,2.67,3,31,70.21
487,hard,386.36,60,2,35,0,0.02,4.54,560.7,2.65,10,26,66.67
488,hard,799.98,116,4,110,0,0.02,9.9,564.6,2.67,21,50,69.83
489,hard,795.21,163,4,105,0,0.02,15.98,570.34,2.7,59,53,63.19
490,hard,185.7,50,1,15,0,0.02,4.0,568.6,2.69,5,17,56.0
491,hard,393.88,50,2,40,0,0.02,4.15,570.67,2.7,6,31,68.0
492,hard,228.38,49,1,0,0,0.02,3.64,568.17,2.69,4,22,61.22
493,hard,1028.54,213,5,165,0,0.02,16.85,576.46,2.73,73,70,68.08
494,hard,235.67,58,1,5,0,0.02,4.06,572.93,2.71,7,24,67.24
495,hard,1050.13,373,4,90,-1,0.02,29.66,576.84,2.72,138,68,65.42
496,hard,241.45,38,1,0,0,0.02,2.97,571.33,2.69,3,25,76.32
497,hard,560.6,63,3,80,0,0.02,5.03,571.9,2.7,8,35,69.84
498,hard,544.39,99,3,45,0,0.02,7.81,573.14,2.71,29,34,74.75
499,hard,376.7,38,2,50,0,0.02,2.88,570.23,2.7,1,25,76.32
500,hard,230.48,42,1,-5,0,0.02,3.38,566.71,2.68,7,25,76.19
501,hard,410.33,90,2,5,0,0.02,6.71,559.01,2.65,15,38,56.67
502,hard,562.81,79,3,55,0,0.02,5.78,558.65,2.65,12,36,65.82
503,hard,629.8,114,3,65,0,0.02,8.58,559.86,2.66,18,46,58.77
504,hard,766.94,101,4,110,0,0.02,8.93,561.88,2.67,26,45,78.22
505,hard,613.98,157,3,80,0,0.02,12.26,558.83,2.66,51,52,47.13
506,hard,762.49,112,4,75,0,0.02,10.4,561.81,2.68,22,55,66.07
507,hard,718.43,168,3,70,0,0.02,15.75,564.81,2.69,39,54,60.71
508,hard,437.12,73,2,35,0,0.02,6.05,560.98,2.67,13,35,71.23
509,hard,1206.42,362,5,175,0,0.02,29.81,568.95,2.7,129,75,66.3
510,hard,1179.88,252,5,105,0,0.02,20.89,576.51,2.73,64,98,66.27
511,hard,635.08,102,3,70,0,0.02,7.76,577.16,2.73,16,50,59.8
512,hard,614.02,82,3,50,0,0.02,6.53,579.89,2.74,6,40,67.07
513,hard,968.21,263,4,95,0,0.02,21.13,584.75,2.76,75,79,59.7
514,hard,244.86,59,1,5,0,0.02,4.75,582.07,2.75,5,26,62.71
515,hard,477.97,114,2,25,0,0.02,8.66,581.85,2.75,16,39,58.77
516,hard,1153.95,329,5,140,0,0.02,26.09,591.52,2.79,134,79,65.35
517,hard,367.23,42,2,25,0,0.02,4.58,591.55,2.79,4,28,71.43
518,hard,977.5,155,5,155,0,0.02,19.27,595.32,2.81,51,66,69.68
519,hard,234.82,56,1,15,0,0.02,5.47,590.03,2.78,7,28,62.5
520,hard,1003.98,248,4,55,0,0.02,20.52,593.77,2.79,40,81,58.06
521,hard,414.92,82,2,30,0,0.02,6.94,589.5,2.77,10,36,56.1
522,hard,264.35,55,1,0,0,0.02,4.49,581.88,2.74,4,27,67.27
523,hard,437.5,68,2,30,0,0.02,6.51,580.23,2.73,2,29,64.71
524,hard,454.75,91,2,40,0,0.02,8.88,579.97,2.73,8,38,57.14
525,hard,658.54,128,3,70,0,0.02,11.83,576.95,2.72,23,53,62.5
526,hard,424.76,63,2,30,0,0.02,5.14,577.05,2.72,7,35,68.25
527,hard,930.89,200,4,75,0,0.02,18.32,581.98,2.74,45,75,60.0
528,hard,914.35,247,4,135,0,0.02,22.44,587.12,2.76,77,61,62.35
529,hard,206.94,39,1,0,0,0.02,3.34,587.46,2.76,2,18,64.1
530,hard,847.04,176,4,125,0,0.02,15.05,591.92,2.78,58,60,68.75
531,hard,1033.1,220,5,160,0,0.02,22.16,598.19,2.81,64,67,62.27
532,hard,212.3,35,1,-5,0,0.02,3.26,596.5,2.8,2,23,65.71
533,hard,1143.51,337,5,145,0,0.02,33.18,605.72,2.84,139,83,65.28
534,hard,389.3,48,2,20,0,0.02,4.54,601.27,2.82,4,26,77.08
535,hard,488.42,144,2,30,0,0.02,12.27,599.83,2.81,36,47,55.56
536,hard,768.04,72,4,105,0,0.02,5.68,602.05,2.82,7,48,77.78
537,hard,1013.86,285,4,110,0,0.02,26.77,610.09,2.85,60,82,53.68
538,hard,845.91,133,4,110,0,0.02,11.49,614.67,2.87,19,56,64.66
539,hard,612.98,71,3,70,0,0.02,5.89,617.77,2.89,7,41,71.83
540,hard,716.01,209,3,45,0,0.02,17.64,620.83,2.9,64,51,67.94
541,hard,421.46,58,2,25,0,0.02,5.62,618.74,2.89,9,32,75.86
542,hard,270.06,65,1,-20,0,0.02,6.33,615.59,2.87,2,25,63.08
543,hard,440.86,97,2,0,0,0.02,10.75,616.06,2.87,11,39,62.89
544,hard,880.2,140,4,65,0,0.02,16.93,620.44,2.89,17,64,69.29
545,hard,587.28,90,3,60,0,0.02,9.69,624.84,2.91,17,40,65.56
546,hard,263.41,48,1,-10,0,0.02,6.38,622.79,2.9,3,28,66.67
547,hard,462.4,89,2,10,0,0.02,11.21,623.46,2.9,10,42,62.92
548,hard,205.44,44,1,10,0,0.02,4.67,616.6,2.87,5,20,59.09
549,hard,649.71,112,3,80,0,0.02,11.01,616.76,2.87,24,56,66.07
550,hard,697.09,172,3,25,0,0.02,15.48,616.24,2.86,38,56,62.79
551,hard,765.9,186,3,65,0,0.02,15.62,621.45,2.88,31,64,59.68
552,hard,1070.44,414,4,65,0,0.02,38.26,627.59,2.9,161,67,61.11
553,hard,870.18,157,4,85,-1,0.02,13.5,629.91,2.91,26,69,61.78
554,hard,807.07,90,4,120,0,0.02,7.79,633.01,2.93,11,49,76.67
555,hard,537.8,63,3,70,0,0.02,5.15,632.38,2.93,10,32,73.02
556,hard,645.86,123,3,65,0,0.02,11.25,628.65,2.91,19,48,58.54
557,hard,685.34,163,3,80,0,0.02,15.39,625.16,2.9,34,50,55.83
558,hard,426.88,73,2,40,0,0.02,6.58,628.93,2.92,9,39,63.01
559,hard,766.77,94,4,120,0,0.02,9.11,628.49,2.92,20,44,77.66
560,hard,219.85,44,1,-5,0,0.02,3.94,622.02,2.89,3,21,68.18
561,hard,235.51,53,1,-5,0,0.02,4.55,620.42,2.88,9,27,60.38
562,hard,944.92,235,4,105,0,0.02,23.54,623.35,2.89,46,69,58.3
563,hard,252.03,67,1,-5,0,0.02,7.82,618.28,2.86,9,27,62.69
564,hard,867.24,210,4,75,0,0.02,16.68,622.78,2.88,69,57,66.67
565,hard,588.46,96,3,65,0,0.02,7.38,621.11,2.87,8,38,59.38
566,hard,567.2,69,3,20,0,0.02,5.44,619.1,2.86,8,41,75.36
567,hard,1122.54,276,5,130,0,0.02,22.54,620.12,2.86,83,79,61.96
568,hard,610.25,98,3,85,0,0.02,8.64,621.68,2.87,13,43,59.18
569,hard,600.28,94,3,60,0,0.02,7.3,622.67,2.88,15,45,64.89
570,hard,571.11,78,3,30,0,0.02,7.05,622.49,2.88,19,40,82.05
571,hard,622.22,101,3,85,0,0.02,9.07,623.78,2.89,19,48,67.33
572,hard,663.0,141,3,70,0,0.02,13.67,628.11,2.91,31,48,64.54
573,hard,622.79,69,3,50,0,0.02,5.95,621.09,2.89,8,48,66.67
574,hard,592.05,69,3,35,0,0.02,7.12,622.93,2.9,6,41,73.91
575,hard,655.71,167,3,75,0,0.02,15.61,621.85,2.89,44,51,55.69
576,hard,1196.22,288,5,100,0,0.02,25.81,625.17,2.9,75,83,63.89
577,hard,1231.67,343,5,145,0,0.02,33.65,628.63,2.91,121,88,66.76
578,hard,1144.87,360,5,130,0,0.02,35.56,631.61,2.92,137,76,60.56
579,hard,420.62,58,2,25,0,0.02,7.28,631.84,2.92,2,29,67.24
580,hard,885.65,204,4,105,0,0.02,20.59,633.02,2.92,58,66,59.31
581,hard,742.69,75,4,105,0,0.02,6.72,634.53,2.93,12,41,82.67
582,hard,545.92,61,3,60,0,0.02,5.51,634.59,2.93,8,33,67.21
583,hard,435.89,76,2,30,0,0.02,6.56,634.69,2.93,7,33,59.21
584,hard,669.89,202,3,30,0,0.02,17.95,631.0,2.91,52,48,59.41
585,hard,864.06,239,4,60,0,0.02,24.03,635.29,2.93,80,59,67.78
586,hard,565.61,72,3,50,0,0.02,6.75,636.93,2.94,11,39,73.61
587,hard,684.2,160,3,70,0,0.02,14.11,639.91,2.95,34,50,61.25
588,hard,792.61,89,4,130,0,0.02,7.68,639.84,2.95,11,50,70.79
589,hard,396.74,62,2,45,0,0.02,5.58,635.85,2.93,3,29,62.9
590,hard,200.56,38,1,5,0,0.02,4.04,636.0,2.93,6,22,65.79
591,hard,672.75,109,3,75,0,0.02,10.98,638.79,2.94,14,54,61.47
592,hard,408.68,71,2,50,0,0.02,5.69,640.59,2.95,8,31,60.56
593,hard,664.88,92,3,70,0,0.02,8.51,636.96,2.93,8,52,70.65
594,hard,474.39,113,2,20,0,0.02,9.45,639.34,2.94,24,44,68.14
595,hard,625.77,92,3,70,0,0.02,8.47,635.1,2.93,11,46,56.52
596,hard,488.04,116,2,45,0,0.02,10.97,637.56,2.94,19,46,60.34
597,hard,1188.53,442,4,55,0,0.02,41.32,643.84,2.95,136,104,55.43
598,hard,51.17,36,0,-50,0,0.02,3.01,638.91,2.92,4,16,52.78
599,hard,268.05,53,1,-10,0,0.02,5.46,637.83,2.91,5,28,67.92
600,hard,785.99,79,4,100,0,0.02,7.15,643.38,2.94,8,48,77.22
601,hard,841.09,227,3,70,0,0.02,30.18,647.69,2.95,30,67,57.71
602,hard,384.64,47,2,60,0,0.02,5.86,645.91,2.94,2,29,61.7
603,hard,785.11,156,4,65,0,0.02,13.26,647.46,2.95,60,55,75.64
604,hard,809.96,132,4,80,0,0.02,11.35,647.89,2.95,24,50,71.21
605,hard,849.02,204,4,60,0,0.02,23.47,650.24,2.96,59,70,56.37
606,hard,171.87,35,1,0,0,0.02,3.23,644.33,2.93,6,18,62.86
607,hard,769.01,86,4,120,0,0.02,7.45,644.84,2.94,12,49,75.58
608,hard,253.93,62,1,10,0,0.02,5.57,643.01,2.93,5,27,61.29
609,hard,240.69,64,1,-5,0,0.02,5.31,633.35,2.89,8,30,50.0
610,hard,738.8,91,4,105,0,0.02,7.47,628.94,2.88,23,46,70.33
611,hard,318.45,117,1,-15,0,0.02,9.9,625.77,2.86,9,40,51.28
612,hard,819.04,122,4,105,0,0.02,12.71,627.82,2.87,19,52,69.67
613,hard,421.13,74,2,35,0,0.02,6.82,622.35,2.85,23,34,78.38
614,hard,270.85,73,1,-25,0,0.02,6.17,622.61,2.85,23,38,56.16
615,hard,581.29,62,3,70,0,0.02,5.24,623.65,2.86,7,36,72.58
616,hard,207.5,32,1,0,0,0.02,2.69,614.18,2.82,0,18,71.88
617,hard,534.2,54,3,65,0,0.02,4.87,615.85,2.83,8,31,75.93
618,hard,785.46,104,4,85,0,0.02,8.68,613.93,2.82,24,55,75.96
619,hard,576.13,60,3,55,0,0.02,4.72,617.34,2.84,7,38,75.0
620,hard,564.22,55,3,90,0,0.02,5.06,612.95,2.83,5,35,74.55
621,hard,641.07,117,3,60,0,0.02,12.76,615.21,2.84,20,53,56.41
622,hard,810.93,165,4,80,0,0.02,15.76,620.67,2.87,56,60,64.85
623,hard,1047.31,240,5,120,0,0.02,24.11,626.77,2.9,76,65,60.42
624,hard,547.28,48,3,85,0,0.02,5.73,627.7,2.91,3,33,75.0
625,hard,777.33,112,4,135,0,0.02,13.53,628.88,2.92,27,45,76.79
626,hard,777.61,116,4,75,0,0.02,12.12,632.41,2.94,23,54,69.83
627,hard,806.92,135,4,70,0,0.02,13.77,631.17,2.94,22,54,65.93
628,hard,557.94,71,3,75,0,0.02,6.47,627.61,2.93,7,40,66.2
629,hard,952.95,168,5,105,0,0.02,16.12,635.07,2.97,46,71,63.69
630,hard,380.84,49,2,35,0,0.02,4.28,630.41,2.95,6,26,69.39
631,hard,646.55,133,3,60,0,0.02,14.38,626.54,2.93,40,56,61.65
632,hard,676.97,111,3,70,0,0.02,29.52,631.19,2.95,14,50,59.46
633,hard,608.83,102,3,85,0,0.02,29.82,625.84,2.93,17,43,64.71
634,hard,617.07,83,3,80,0,0.02,14.58,628.12,2.94,7,44,68.67
635,hard,1152.17,305,5,130,0,0.02,27.79,634.76,2.97,80,80,57.38
636,hard,422.85,64,2,25,0,0.02,5.33,631.31,2.95,5,30,64.06
637,hard,399.27,49,2,25,0,0.02,4.83,625.16,2.93,5,29,67.35
638,hard,393.51,48,2,30,0,0.02,4.98,620.64,2.91,3,29,75.0
639,hard,817.21,130,4,90,0,0.02,10.57,622.68,2.92,29,58,65.38
640,hard,383.48,43,2,25,0,0.02,3.57,619.35,2.91,5,25,74.42
641,hard,573.85,61,3,70,0,0.02,5.46,620.88,2.92,0,36,75.41
642,hard,909.96,369,4,115,0,0.02,28.82,627.28,2.95,166,78,44.72
643,hard,1173.48,372,5,130,0,0.02,31.0,634.6,2.98,106,77,52.96
644,hard,197.23,31,1,5,0,0.02,2.48,627.77,2.95,2,19,74.19
645,hard,839.57,170,4,95,0,0.02,13.57,630.3,2.96,36,60,64.12
646,hard,961.25,241,4,95,0,0.02,21.07,637.27,2.99,48,72,54.77
647,hard,254.56,93,1,-35,0,0.02,8.35,635.19,2.98,11,34,50.54
648,hard,199.32,33,1,-5,0,0.02,2.74,635.13,2.98,0,16,69.7
649,hard,741.16,191,3,60,0,0.02,16.02,636.05,2.98,45,58,60.73
650,hard,641.48,98,3,60,0,0.02,8.69,635.49,2.98,13,46,69.39
651,hard,803.99,100,4,115,0,0.02,7.89,635.87,2.99,9,52,71.0
652,hard,262.82,50,1,-35,0,0.02,4.1,627.8,2.96,4,31,66.0
653,hard,575.77,87,3,85,0,0.02,6.76,624.85,2.95,12,39,63.22
654,hard,1157.41,400,4,90,0,0.02,36.22,628.36,2.95,96,103,47.25
655,hard,594.23,101,3,25,0,0.02,7.94,628.92,2.95,11,44,63.37
656,hard,406.34,71,2,15,0,0.02,5.52,626.53,2.94,9,30,61.97
657,hard,415.28,55,2,45,0,0.02,4.62,623.82,2.93,3,35,67.27
658,hard,405.65,72,2,40,0,0.02,6.95,623.61,2.93,8,33,63.89
659,hard,418.9,43,2,30,0,0.02,4.35,620.13,2.91,1,30,74.42
660,hard,184.17,36,1,-15,0,0.02,3.63,619.78,2.91,3,21,72.22
661,hard,830.77,166,4,100,0,0.02,13.07,625.73,2.94,41,56,59.04
