episode,level,total_reward,steps_taken,treasures_collected,final_score,lives_remaining,epsilon,duration_sec,avg_reward_100,avg_treasures_100,walls_hit,explored_cells,hint_accuracy
318,medium,504.23,35,3,90,0,0.03,0.88,967.82,4.73,1,22,80.0
319,medium,286.35,66,2,35,0,0.03,1.58,960.94,4.7,36,16,75.76
320,medium,1007.14,102,5,275,2,0.03,2.09,960.96,4.7,10,48,66.67
321,medium,1009.54,89,5,250,1,0.03,3.05,960.06,4.7,5,49,73.03
322,medium,1026.19,89,5,280,3,0.03,2.68,965.21,4.72,7,48,76.4
323,medium,1018.04,71,5,275,4,0.03,2.14,964.79,4.72,3,41,80.28
324,medium,411.89,27,3,80,0,0.03,0.77,960.27,4.7,3,14,85.19
325,medium,1002.03,71,5,280,2,0.03,1.67,959.48,4.7,5,42,81.69
326,medium,1000.15,91,5,290,3,0.03,3.51,958.79,4.7,9,47,71.43
327,medium,1044.98,83,5,265,4,0.03,2.49,958.98,4.7,7,47,75.9
328,medium,1046.12,101,5,305,3,0.03,4.04,958.58,4.7,9,49,68.32
329,medium,493.02,42,3,85,0,0.03,1.57,956.33,4.69,1,22,71.43
330,medium,479.78,38,3,80,0,0.03,1.19,951.18,4.67,2,22,71.05
331,medium,1046.82,93,5,275,3,0.03,2.5,950.8,4.67,9,53,72.04
332,medium,1048.26,87,5,250,3,0.03,2.31,950.69,4.67,3,46,74.71
333,medium,516.46,51,3,40,0,0.03,1.03,945.08,4.65,2,30,70.59
334,medium,1051.7,97,5,265,3,0.03,2.05,945.56,4.65,5,50,71.13
335,medium,1041.82,79,5,250,4,0.03,2.15,951.35,4.67,5,46,79.75
336,medium,1130.2,125,5,260,3,0.03,3.09,952.3,4.67,9,64,66.4
337,medium,440.58,25,3,90,0,0.03,0.64,946.4,4.65,0,16,84.0
338,medium,1031.56,72,5,275,3,0.03,1.42,951.73,4.67,0,44,81.94
339,medium,1035.86,86,5,260,5,0.03,2.08,951.64,4.67,6,45,79.07
340,medium,1076.94,81,5,260,3,0.03,2.75,952.1,4.67,1,49,76.54
341,medium,1045.71,81,5,245,2,0.03,2.44,952.28,4.67,3,48,77.78
342,medium,1022.51,76,5,280,4,0.03,1.84,952.05,4.67,4,42,78.95
343,medium,683.82,52,4,120,0,0.03,1.43,948.58,4.66,4,29,78.85
344,medium,457.22,40,3,90,0,0.03,1.35,942.71,4.64,4,18,70.0
345,medium,1059.48,81,5,295,3,0.03,2.77,942.56,4.64,3,49,77.78
346,medium,1028.3,74,5,245,4,0.03,2.02,942.43,4.64,4,44,81.08
347,medium,876.82,112,5,160,0,0.03,2.18,941.28,4.64,9,48,67.86
348,medium,1049.74,110,5,265,4,0.03,3.4,940.76,4.64,8,48,67.27
349,medium,260.31,11,2,45,0,0.03,0.39,933.13,4.61,1,7,100.0
350,medium,1046.55,83,5,265,5,0.03,2.77,938.91,4.63,5,45,78.31
351,medium,1022.17,73,5,245,2,0.03,1.94,938.43,4.63,3,43,79.45
352,medium,1063.17,80,5,270,5,0.03,2.27,938.75,4.63,6,44,80.0
353,medium,996.16,90,5,220,1,0.03,2.37,943.88,4.65,4,45,74.44
354,medium,660.29,48,4,95,0,0.03,1.2,939.8,4.64,4,28,75.0
355,medium,980.87,85,5,250,1,0.03,1.82,939.41,4.64,5,45,75.29
356,medium,490.18,49,3,35,0,0.03,1.15,933.81,4.62,5,27,69.39
357,medium,1096.51,82,5,290,6,0.03,2.15,934.42,4.62,4,50,78.05
358,medium,1076.55,118,5,270,4,0.03,2.91,934.57,4.62,14,52,66.1
359,medium,1071.35,77,5,290,5,0.03,1.88,935.01,4.62,5,44,80.52
360,medium,1019.52,85,5,260,1,0.03,1.72,934.59,4.62,3,54,76.47
361,medium,1090.19,80,5,290,7,0.03,2.15,935.07,4.62,2,46,77.5
362,medium,509.63,51,3,65,0,0.03,1.25,929.69,4.6,5,28,68.63
363,medium,1037.14,127,5,240,1,0.03,3.04,929.71,4.6,15,56,66.93
364,medium,487.96,35,3,85,0,0.03,0.75,924.33,4.58,1,23,74.29
365,medium,920.15,94,5,140,0,0.03,2.08,923.58,4.58,9,55,69.15
366,medium,1050.76,78,5,290,4,0.03,2.09,923.33,4.58,6,47,75.64
367,medium,1072.23,88,5,275,6,0.03,2.12,923.81,4.58,4,49,75.0
368,medium,1043.04,90,5,240,2,0.03,2.06,928.97,4.6,2,54,73.33
369,medium,1028.28,85,5,245,3,0.03,1.74,928.29,4.6,5,45,75.29
370,medium,1067.6,72,5,290,4,0.03,1.96,934.29,4.62,0,46,81.94
371,medium,1036.81,72,5,260,6,0.03,1.78,934.14,4.62,4,41,81.94
372,medium,1022.93,81,5,300,3,0.03,2.14,933.84,4.62,1,48,77.78
373,medium,1065.83,71,5,310,5,0.03,1.58,934.09,4.62,3,48,83.1
374,medium,492.09,41,3,85,0,0.03,0.81,928.28,4.6,1,22,68.29
375,medium,1024.12,71,5,275,3,0.03,1.69,928.22,4.6,3,44,80.28
376,medium,1067.82,89,5,275,4,0.03,2.11,927.82,4.6,9,47,76.4
377,medium,1055.57,88,5,265,2,0.03,2.22,928.08,4.6,4,45,73.86
378,medium,1009.13,78,5,255,1,0.03,1.83,927.3,4.6,2,46,79.49
379,medium,998.05,79,5,250,1,0.03,2.07,927.06,4.6,5,46,79.75
380,medium,1035.12,72,5,260,4,0.03,2.21,927.16,4.6,2,44,81.94
381,medium,1073.16,81,5,265,3,0.03,2.47,927.72,4.6,1,51,77.78
382,medium,1074.16,94,5,265,3,0.03,3.4,927.73,4.6,6,57,71.28
383,medium,1033.81,79,5,250,6,0.03,1.61,927.56,4.6,5,39,77.22
384,medium,476.05,42,3,75,0,0.03,1.18,921.75,4.58,3,24,71.43
385,medium,552.49,48,3,60,0,0.03,1.47,916.62,4.56,2,28,70.83
386,medium,434.96,23,3,100,0,0.03,0.57,916.12,4.56,1,18,82.61
387,medium,994.03,90,5,220,2,0.03,2.52,915.91,4.56,2,44,75.56
388,medium,962.38,82,5,235,1,0.03,2.15,915.74,4.56,8,44,74.39
389,medium,1071.8,89,5,260,4,0.03,1.87,916.24,4.56,5,52,74.16
390,medium,1035.73,88,5,280,4,0.03,2.19,916.08,4.56,4,49,73.86
391,medium,1061.35,74,5,280,5,0.03,2.12,916.5,4.56,4,46,79.73
392,medium,473.68,39,3,70,0,0.03,0.96,910.14,4.54,1,24,69.23
393,medium,1056.57,90,5,265,3,0.03,2.16,910.38,4.54,6,45,77.78
394,medium,1069.17,81,5,280,4,0.03,1.86,910.54,4.54,5,48,79.01
395,medium,1084.54,101,5,255,5,0.03,2.68,910.76,4.54,7,52,75.25
396,medium,1063.11,93,5,240,4,0.03,2.39,911.43,4.54,1,54,74.19
397,medium,1042.9,88,5,280,3,0.03,1.97,911.25,4.54,4,48,75.0
398,medium,1070.34,96,5,255,4,0.03,2.2,911.35,4.54,6,52,70.83
399,medium,508.29,44,3,80,0,0.03,1.18,905.82,4.52,2,28,75.0
400,medium,1016.03,91,5,275,3,0.03,2.17,911.01,4.54,11,47,69.23
401,medium,1083.21,84,5,290,7,0.03,2.17,917.32,4.56,6,48,76.19
402,medium,1042.61,77,5,265,3,0.03,1.49,917.72,4.56,3,45,77.92
403,medium,1050.92,76,5,250,4,0.03,1.95,917.98,4.56,2,47,78.95
404,medium,1102.66,103,5,275,4,0.03,2.6,918.22,4.56,9,57,75.73
405,medium,983.77,74,5,275,2,0.03,1.8,917.54,4.56,8,41,75.68
406,medium,495.93,50,3,65,0,0.03,1.25,911.91,4.54,1,27,66.0
407,medium,480.76,44,3,65,0,0.03,0.87,906.1,4.52,2,25,70.45
408,medium,1035.27,73,5,280,3,0.03,1.88,906.44,4.52,5,47,80.82
409,medium,1061.55,82,5,280,5,0.03,2.25,906.47,4.52,6,45,79.27
410,medium,642.55,60,4,105,0,0.03,1.67,902.09,4.51,13,35,68.33
411,medium,1034.9,84,5,240,3,0.03,2.49,901.76,4.51,6,48,76.19
412,medium,533.37,67,3,85,0,0.03,2.05,902.59,4.51,9,30,59.7
413,medium,1041.76,93,5,245,2,0.03,3.89,902.51,4.51,7,49,72.04
414,medium,1014.27,85,5,245,1,0.03,2.51,902.25,4.51,3,47,77.65
415,medium,1074.13,80,5,275,5,0.03,2.44,902.26,4.51,4,50,78.75
416,medium,1024.09,85,5,225,3,0.03,1.82,907.07,4.53,7,50,76.47
417,medium,1059.93,87,5,290,3,0.03,2.12,907.88,4.53,7,50,78.16
418,medium,1083.59,78,5,275,6,0.03,2.85,913.67,4.55,2,51,79.49
419,medium,1104.14,82,5,290,6,0.03,2.19,921.85,4.58,0,49,78.05
420,medium,1045.88,94,5,285,3,0.03,2.09,922.23,4.58,6,51,77.66
421,medium,1071.47,75,5,290,5,0.03,2.67,922.85,4.58,3,44,78.67
422,medium,1037.19,85,5,270,3,0.03,3.18,922.96,4.58,3,48,77.65
423,medium,1007.72,93,5,295,2,0.03,2.56,922.86,4.58,9,52,70.97
424,medium,1047.49,70,5,295,4,0.03,1.53,929.22,4.6,0,48,82.86
425,medium,995.31,79,5,255,2,0.03,1.75,929.15,4.6,5,41,82.28
426,medium,1024.86,81,5,240,2,0.03,1.99,929.4,4.6,5,46,75.31
427,medium,1093.41,83,5,290,7,0.03,2.4,929.88,4.6,3,47,77.11
428,medium,1048.74,80,5,270,5,0.03,1.88,929.91,4.6,6,48,78.75
429,medium,1084.64,85,5,315,4,0.03,1.8,935.82,4.62,3,54,77.65
430,medium,1038.11,81,5,245,3,0.03,1.89,941.41,4.64,1,48,79.01
431,medium,1045.17,91,5,265,4,0.03,5.35,941.39,4.64,9,46,72.53
432,medium,970.55,87,5,245,2,0.03,2.99,940.61,4.64,7,40,75.86
433,medium,453.55,33,3,85,0,0.03,0.82,939.98,4.64,4,20,75.76
434,medium,1086.74,82,5,280,6,0.03,3.12,940.33,4.64,2,50,75.61
435,medium,981.02,61,5,250,1,0.03,2.72,939.73,4.64,1,45,88.52
436,medium,1041.25,96,5,260,4,0.03,4.35,938.84,4.64,6,45,71.88
437,medium,960.59,77,5,265,1,0.03,2.53,944.04,4.66,5,43,80.52
438,medium,1077.19,74,5,310,4,0.03,2.78,944.49,4.66,2,50,81.08
439,medium,1022.53,92,5,245,3,0.03,2.85,944.36,4.66,8,47,75.0
440,medium,1045.97,85,5,260,4,0.03,2.62,944.05,4.66,5,47,76.47
441,medium,1018.62,86,5,305,3,0.03,2.06,943.78,4.66,6,50,77.91
442,medium,996.25,88,5,280,2,0.03,2.34,943.52,4.66,2,42,75.0
443,medium,1016.46,97,5,255,2,0.03,2.64,946.84,4.67,13,47,76.29
444,medium,1061.47,84,5,255,4,0.03,2.5,952.89,4.69,4,46,75.0
445,medium,1038.73,82,5,280,4,0.03,1.74,952.68,4.69,6,45,74.39
446,medium,1039.62,88,5,280,3,0.03,2.08,952.79,4.69,6,53,77.27
447,medium,482.89,43,3,95,0,0.03,1.18,948.85,4.67,5,25,69.77
448,medium,1026.39,100,5,255,5,0.03,2.99,948.62,4.67,8,48,70.0
449,medium,1093.05,87,5,330,6,0.03,2.08,956.95,4.7,5,51,75.86
450,medium,1035.41,84,5,265,4,0.03,1.91,956.84,4.7,6,42,77.38
451,medium,1049.53,96,5,275,2,0.03,2.49,957.11,4.7,0,52,72.92
452,medium,468.24,33,3,90,0,0.03,1.17,951.16,4.68,1,17,72.73
453,medium,1049.12,81,5,245,3,0.03,2.03,951.69,4.68,3,48,75.31
454,medium,1080.95,82,5,290,6,0.03,1.84,955.9,4.69,6,49,76.83
455,medium,1091.5,96,5,310,4,0.03,2.0,957.0,4.69,2,54,72.92
456,medium,1034.82,81,5,295,4,0.03,2.21,962.45,4.71,3,50,76.54
457,medium,1092.32,94,5,315,4,0.03,2.4,962.41,4.71,4,53,73.4
458,medium,1094.85,81,5,310,6,0.03,1.9,962.59,4.71,1,50,79.01
459,medium,1095.6,89,5,275,4,0.03,1.73,962.83,4.71,7,55,76.4
460,medium,1007.2,87,5,305,2,0.03,2.49,962.71,4.71,3,44,77.01
461,medium,1018.4,79,5,275,5,0.03,2.22,961.99,4.71,7,42,77.22
462,medium,1054.38,73,5,320,5,0.03,2.42,967.44,4.73,5,47,80.82
463,medium,509.1,58,3,70,0,0.03,1.69,962.16,4.71,5,27,62.07
464,medium,996.27,98,5,245,2,0.03,3.13,967.24,4.73,10,53,69.39
465,medium,1060.83,81,5,245,2,0.03,2.36,968.65,4.73,1,49,77.78
466,medium,1073.24,78,5,275,5,0.03,2.36,968.87,4.73,4,51,76.92
467,medium,1053.03,73,5,300,3,0.03,1.7,968.68,4.73,1,45,82.19
468,medium,1008.86,81,5,230,3,0.03,1.73,968.34,4.73,5,44,76.54
469,medium,539.63,57,3,40,0,0.03,1.4,963.45,4.71,3,34,71.93
470,medium,494.21,42,3,70,0,0.03,1.22,957.72,4.69,2,25,76.19
471,medium,1041.59,75,5,310,5,0.03,2.31,957.77,4.69,1,43,81.33
472,medium,1066.07,74,5,295,4,0.03,2.22,958.2,4.69,2,51,79.73
473,medium,544.61,46,3,65,0,0.03,0.95,952.99,4.67,1,28,76.09
474,medium,1048.51,97,5,245,2,0.03,2.17,958.55,4.69,7,45,75.26
475,medium,1037.7,78,5,265,4,0.03,1.9,958.69,4.69,4,42,80.77
476,medium,1069.0,94,5,270,4,0.03,2.48,958.7,4.69,6,50,71.28
477,medium,447.18,30,3,80,0,0.03,0.83,952.61,4.67,3,15,76.67
478,medium,1015.53,68,5,235,2,0.03,1.64,952.68,4.67,0,43,83.82
479,medium,1079.16,91,5,280,3,0.03,2.1,953.49,4.67,1,55,74.73
480,medium,1125.47,90,5,290,6,0.03,2.35,954.39,4.67,2,55,74.44
481,medium,1029.89,92,5,225,3,0.03,2.19,953.96,4.67,8,46,70.65
482,medium,543.2,46,3,55,0,0.03,1.11,948.65,4.65,0,30,73.91
483,medium,1089.33,84,5,285,5,0.03,1.8,949.2,4.65,0,50,77.38
484,medium,557.04,46,3,65,0,0.03,1.43,950.01,4.65,1,30,76.09
485,medium,1020.26,82,5,245,2,0.03,2.59,954.69,4.67,4,47,79.27
486,medium,1036.48,90,5,255,3,0.03,2.53,960.71,4.69,2,46,74.44
487,medium,1042.05,82,5,260,3,0.03,2.32,961.19,4.69,2,44,78.05
488,medium,986.04,71,5,275,2,0.03,1.76,961.42,4.69,7,42,77.46
489,medium,709.34,50,4,135,0,0.03,1.27,957.8,4.68,0,36,82.0
490,medium,1048.9,78,5,290,3,0.03,1.95,957.93,4.68,2,53,79.49
491,medium,1018.69,89,5,260,3,0.03,2.15,957.5,4.68,11,48,76.4
492,medium,1013.15,99,5,285,2,0.03,2.59,962.9,4.7,11,47,73.74
493,medium,519.83,47,3,60,0,0.03,1.6,957.53,4.68,3,30,76.6
494,medium,1045.41,69,5,255,5,0.03,2.28,957.29,4.68,1,44,82.61
495,medium,1072.54,90,5,265,2,0.03,2.8,957.17,4.68,2,49,75.56
496,medium,1009.57,86,5,275,3,0.03,1.93,956.64,4.68,10,49,77.91
497,medium,1041.62,85,5,260,2,0.03,1.83,956.63,4.68,3,53,75.29
498,medium,1091.9,90,5,280,4,0.03,2.34,956.84,4.68,2,47,75.56
499,medium,535.58,45,3,80,0,0.03,1.43,957.11,4.68,1,27,73.33
500,medium,1031.47,84,5,240,3,0.03,2.12,957.27,4.68,4,51,77.38
501,medium,1073.2,105,5,260,4,0.03,2.16,957.17,4.68,5,53,71.43
502,medium,124.44,31,1,-5,0,0.03,0.73,947.99,4.64,12,14,41.94
503,medium,1079.77,79,5,255,3,0.03,2.14,948.28,4.64,1,52,79.75
504,medium,1039.57,68,5,295,5,0.03,1.82,947.65,4.64,2,45,82.35
505,medium,1062.69,82,5,275,5,0.03,1.98,948.43,4.64,4,46,76.83
506,medium,273.81,12,2,50,0,0.03,0.33,946.21,4.63,0,8,100.0
507,medium,1075.35,73,5,290,5,0.03,1.53,952.16,4.65,1,42,80.82
508,medium,964.19,79,5,235,1,0.03,1.78,951.45,4.65,3,42,77.22
509,medium,1026.13,75,5,260,4,0.03,1.96,951.09,4.65,3,47,80.0
510,medium,781.22,111,4,90,0,0.03,2.93,952.48,4.65,23,57,62.16
511,medium,1053.63,78,5,260,4,0.03,1.81,952.67,4.65,2,48,80.77
512,medium,1059.08,88,5,295,4,0.03,1.79,957.92,4.67,4,50,77.27
513,medium,971.98,76,5,285,2,0.03,1.95,957.23,4.67,8,40,75.0
514,medium,1060.13,89,5,290,3,0.03,2.14,957.69,4.67,5,51,73.03
515,medium,491.58,52,3,85,0,0.03,1.41,951.86,4.65,2,28,59.62
516,medium,1053.0,81,5,275,4,0.03,1.69,952.15,4.65,3,51,76.54
517,medium,1087.83,88,5,275,5,0.03,2.02,952.43,4.65,4,53,75.0
518,medium,490.22,42,3,85,0,0.03,1.0,946.49,4.63,2,23,66.67
519,medium,875.32,76,5,150,0,0.03,2.0,944.21,4.63,6,41,75.0
520,medium,1068.26,80,5,275,5,0.03,2.03,944.43,4.63,2,46,78.75
521,medium,1036.11,86,5,250,2,0.03,1.99,944.08,4.63,2,49,75.58
522,medium,1061.94,75,5,275,5,0.03,1.81,944.32,4.63,3,46,80.0
523,medium,1088.81,77,5,330,5,0.03,1.9,945.14,4.63,5,52,79.22
524,medium,1012.28,87,5,225,1,0.03,2.55,944.78,4.63,5,45,75.86
525,medium,1071.02,81,5,275,4,0.03,2.42,945.54,4.63,7,51,79.01
526,medium,1032.04,80,5,255,2,0.03,2.58,945.61,4.63,4,47,78.75
527,medium,1044.22,110,5,255,4,0.03,3.04,945.12,4.63,12,52,66.36
528,medium,1056.57,90,5,270,4,0.03,2.29,945.2,4.63,6,47,76.67
529,medium,550.96,47,3,65,0,0.03,0.98,939.86,4.61,3,30,74.47
530,medium,519.18,47,3,75,0,0.03,1.08,934.67,4.59,2,29,78.72
531,medium,1011.95,91,5,275,5,0.03,2.23,934.34,4.59,7,43,73.63
532,medium,1018.46,82,5,265,3,0.03,2.0,934.82,4.59,4,43,78.05
533,medium,1063.72,74,5,310,4,0.03,2.1,940.92,4.61,0,50,81.08
534,medium,1005.49,67,5,275,4,0.03,1.48,940.11,4.61,3,39,82.09
535,medium,1001.66,70,5,290,3,0.03,1.5,940.31,4.61,4,43,81.43
536,medium,1017.0,82,5,285,2,0.03,2.13,940.07,4.61,6,51,78.05
537,medium,1090.6,101,5,255,3,0.03,2.57,941.37,4.61,7,58,70.3
538,medium,555.68,51,3,65,0,0.03,1.45,936.16,4.59,3,31,72.55
539,medium,997.13,96,5,260,1,0.03,2.18,935.9,4.59,8,48,70.83
540,medium,1092.88,78,5,290,6,0.03,1.8,936.37,4.59,6,52,78.21
541,medium,1059.06,83,5,245,3,0.03,2.42,936.78,4.59,3,52,77.11
542,medium,1062.93,78,5,260,4,0.03,1.91,937.44,4.59,2,53,78.21
543,medium,1052.78,85,5,270,2,0.03,1.99,937.81,4.59,1,54,77.65
544,medium,1057.3,121,5,265,1,0.03,2.72,937.77,4.59,15,61,66.12
545,medium,1041.75,69,5,275,5,0.03,1.95,937.8,4.59,1,47,84.06
546,medium,1034.49,68,5,330,4,0.03,1.8,937.74,4.59,4,43,83.82
547,medium,969.7,67,5,265,1,0.03,1.65,942.61,4.61,3,41,82.09
548,medium,1060.0,76,5,260,4,0.03,1.52,942.95,4.61,2,50,78.95
549,medium,971.74,67,5,255,3,0.03,1.62,941.73,4.61,1,39,83.58
550,medium,453.06,33,3,80,0,0.03,0.98,935.91,4.59,5,18,75.76
551,medium,1043.15,68,5,305,4,0.03,1.63,935.85,4.59,2,48,82.35
552,medium,1046.39,93,5,245,2,0.03,2.48,941.63,4.61,7,53,73.12
553,medium,1029.13,78,5,255,4,0.03,1.73,941.43,4.61,2,44,79.49
554,medium,426.69,23,3,95,0,0.03,0.47,934.89,4.59,1,13,82.61
555,medium,1092.29,108,5,255,4,0.03,3.5,934.89,4.59,12,55,73.15
556,medium,1023.82,81,5,280,2,0.03,2.46,934.78,4.59,3,47,79.01
557,medium,418.17,15,3,100,0,0.03,0.51,928.04,4.57,0,10,100.0
558,medium,1069.47,85,5,280,4,0.03,2.87,927.79,4.57,5,54,77.65
559,medium,1039.85,76,5,280,3,0.03,2.03,927.23,4.57,4,46,78.95
560,medium,1081.39,73,5,275,3,0.03,1.84,927.97,4.57,1,50,80.82
561,medium,1088.43,83,5,300,5,0.03,2.01,928.67,4.57,1,55,77.11
562,medium,457.23,39,3,90,0,0.03,0.95,922.7,4.55,3,20,69.23
563,medium,1090.26,80,5,290,5,0.03,2.31,928.51,4.57,4,49,77.5
564,medium,694.69,85,4,95,0,0.03,1.71,925.5,4.56,7,36,63.53
565,medium,1084.99,89,5,275,4,0.03,2.13,925.74,4.56,5,50,76.4
566,medium,1013.01,67,5,280,3,0.03,1.8,925.14,4.56,1,45,85.07
567,medium,1010.7,87,5,265,3,0.03,2.22,924.71,4.56,11,45,78.16
568,medium,1025.05,80,5,310,3,0.03,1.89,924.88,4.56,2,48,78.75
569,medium,1034.42,82,5,245,1,0.03,1.67,929.82,4.58,4,47,78.05
570,medium,1013.17,82,5,285,2,0.03,2.07,935.01,4.6,10,47,73.17
571,medium,960.55,61,5,265,2,0.03,1.63,934.2,4.6,1,36,88.52
572,medium,1033.62,77,5,285,2,0.03,1.9,933.88,4.6,3,47,79.22
573,medium,1090.51,91,5,290,6,0.03,2.02,939.34,4.62,7,48,76.92
574,medium,1022.88,90,5,260,3,0.03,2.2,939.08,4.62,6,47,73.33
575,medium,1023.39,91,5,225,1,0.03,2.3,938.94,4.62,5,47,73.63
576,medium,1044.29,83,5,245,4,0.03,2.24,938.69,4.62,5,48,78.31
577,medium,1026.09,78,5,290,3,0.03,1.74,944.48,4.64,2,47,79.49
578,medium,1037.03,83,5,290,3,0.03,1.85,944.7,4.64,3,49,77.11
579,medium,1066.01,81,5,265,4,0.03,1.98,944.56,4.64,3,51,76.54
580,medium,1034.17,68,5,300,5,0.03,1.85,943.65,4.64,2,40,85.29
581,medium,1102.48,99,5,275,4,0.03,2.47,944.38,4.64,3,51,73.74
582,medium,1002.61,74,5,265,1,0.03,1.44,948.97,4.66,4,47,79.73
583,medium,423.31,23,3,105,0,0.03,0.51,942.31,4.64,3,15,82.61
584,medium,1059.79,97,5,260,4,0.03,2.56,947.34,4.66,7,54,70.1
585,medium,1083.99,83,5,280,5,0.03,2.11,947.98,4.66,5,53,75.9
586,medium,1008.08,123,5,220,1,0.03,4.14,947.69,4.66,17,59,65.85
587,medium,882.67,71,5,135,0,0.03,2.17,946.1,4.66,2,44,74.65
588,medium,1011.05,92,5,240,1,0.03,3.5,946.35,4.66,2,52,75.0
589,medium,1022.32,70,5,265,2,0.03,1.98,949.48,4.67,2,39,81.43
590,medium,1056.0,87,5,300,4,0.03,2.36,949.55,4.67,7,54,77.01
591,medium,1047.3,86,5,260,3,0.03,1.81,949.83,4.67,4,48,76.74
592,medium,1061.47,84,5,260,4,0.03,2.46,950.32,4.67,2,48,77.38
593,medium,1029.17,73,5,300,3,0.03,2.16,955.41,4.69,1,43,80.82
594,medium,1015.0,73,5,235,3,0.03,2.01,955.11,4.69,3,46,79.45
595,medium,1039.82,86,5,295,3,0.03,1.9,954.78,4.69,4,51,73.26
596,medium,703.01,52,4,120,0,0.03,1.09,951.71,4.68,2,33,76.92
597,medium,1026.44,80,5,295,3,0.03,2.07,951.56,4.68,6,48,81.25
598,medium,1040.32,71,5,320,4,0.03,1.82,951.05,4.68,1,49,81.69
599,medium,1092.57,81,5,290,4,0.03,2.19,956.62,4.7,1,55,77.78
600,medium,500.93,40,3,85,0,0.03,0.83,951.31,4.68,2,26,70.0
601,medium,1071.52,92,5,295,4,0.03,1.99,951.29,4.68,6,51,76.09
602,medium,1004.17,89,5,230,2,0.03,2.21,960.09,4.72,3,45,75.28
603,medium,502.61,47,3,65,0,0.03,1.5,954.32,4.7,6,28,74.47
604,medium,1066.52,75,5,310,3,0.03,1.88,954.59,4.7,1,50,80.0
605,medium,395.36,21,3,80,0,0.03,0.6,947.92,4.68,4,10,100.0
606,medium,1045.25,80,5,300,4,0.03,1.6,955.63,4.71,2,51,77.5
607,medium,1063.34,72,5,310,4,0.03,1.55,955.51,4.71,6,50,79.17
608,medium,993.83,81,5,270,1,0.03,2.17,955.81,4.71,3,53,76.54
609,medium,1076.48,96,5,280,5,0.03,2.46,956.31,4.71,2,52,73.96
610,medium,530.83,51,3,80,0,0.03,1.28,953.81,4.7,3,31,66.67
611,medium,1072.48,74,5,315,5,0.03,1.44,954.0,4.7,4,44,79.73
612,medium,1084.32,92,5,260,4,0.03,2.3,954.25,4.7,4,55,73.91
613,medium,996.41,101,5,260,2,0.03,2.47,954.49,4.7,13,49,73.27
614,medium,460.2,34,3,90,0,0.03,0.83,948.49,4.68,4,15,73.53
615,medium,1042.68,87,5,275,2,0.03,2.18,954.0,4.7,3,50,75.86
616,medium,899.3,78,5,170,0,0.03,1.72,952.47,4.7,2,46,75.64
617,medium,433.19,25,3,95,0,0.03,1.08,945.92,4.68,3,15,80.0
618,medium,954.89,68,5,250,1,0.03,2.34,950.57,4.7,6,40,82.35
619,medium,1001.8,78,5,255,5,0.03,2.35,951.83,4.7,12,39,71.79
620,medium,818.14,191,4,95,0,0.03,5.3,949.33,4.69,22,43,50.26
621,medium,470.58,35,3,80,0,0.03,0.86,943.68,4.67,1,23,82.86
622,medium,1007.31,88,5,295,1,0.03,2.18,943.13,4.67,2,46,75.0
623,medium,999.88,70,5,245,2,0.03,1.71,942.24,4.67,2,40,82.86
624,medium,1030.71,75,5,285,4,0.03,1.88,942.42,4.67,3,46,78.67
625,medium,1037.97,75,5,300,3,0.03,1.91,942.09,4.67,3,47,81.33
626,medium,1064.72,100,5,280,4,0.03,2.89,942.42,4.67,4,53,71.0
627,medium,998.16,76,5,250,4,0.03,2.04,941.96,4.67,4,42,78.95
628,medium,996.11,71,5,290,1,0.03,1.6,941.35,4.67,1,44,83.1
629,medium,1022.28,88,5,230,2,0.03,1.84,946.07,4.69,4,53,77.27
630,medium,1065.47,92,5,290,6,0.03,2.29,951.53,4.71,6,46,75.0
631,medium,490.03,42,3,70,0,0.03,1.04,946.31,4.69,4,26,78.57
632,medium,1008.48,88,5,220,1,0.03,2.36,946.21,4.69,6,53,75.0
633,medium,1045.04,91,5,265,3,0.03,1.8,946.03,4.69,11,45,76.92
634,medium,1069.04,91,5,280,5,0.03,2.03,946.66,4.69,7,47,73.63
635,medium,441.76,27,3,100,0,0.03,0.7,941.06,4.67,1,16,85.19
636,medium,988.07,84,5,265,2,0.03,2.12,940.77,4.67,8,46,78.57
637,medium,1033.22,76,5,270,5,0.03,2.02,940.2,4.67,4,43,78.95
638,medium,1036.25,97,5,245,1,0.03,2.34,945.0,4.69,3,51,71.13
639,medium,1059.04,83,5,255,4,0.03,2.47,945.62,4.69,3,54,77.11
640,medium,1058.17,81,5,310,4,0.03,2.57,945.28,4.69,11,48,81.48
641,medium,1055.62,82,5,275,5,0.03,2.12,945.24,4.69,4,52,79.27
642,medium,1077.52,69,5,330,6,0.03,1.49,945.39,4.69,1,47,82.61
643,medium,1054.45,96,5,300,4,0.03,2.03,945.4,4.69,12,53,76.04
644,medium,1036.92,86,5,295,3,0.03,2.45,945.2,4.69,8,51,79.07
645,medium,481.67,41,3,100,0,0.03,1.11,939.6,4.67,6,26,80.49
646,medium,456.65,31,3,80,0,0.03,0.96,933.82,4.65,2,16,80.65
647,medium,1052.34,83,5,255,3,0.03,2.62,934.65,4.65,3,45,78.31
648,medium,1042.02,81,5,275,4,0.03,2.38,934.47,4.65,3,48,77.78
649,medium,1085.22,91,5,255,2,0.03,2.95,935.6,4.65,5,54,73.63
650,medium,385.79,140,2,45,0,0.03,3.42,934.93,4.64,29,16,58.57
