episode,level,total_reward,steps_taken,treasures_collected,final_score,lives_remaining,epsilon,duration_sec,avg_reward_100,avg_treasures_100,walls_hit,explored_cells,hint_accuracy
338,easy,610.54,28,3,230,4,0.05,0.25,599.09,2.98,1,16,100.0
339,easy,601.52,34,3,215,3,0.05,0.31,602.0,2.99,5,22,91.18
340,easy,591.4,28,3,215,2,0.05,0.25,601.78,2.99,1,17,96.43
341,easy,599.98,37,3,215,3,0.05,0.41,601.86,2.99,2,19,83.78
342,easy,606.99,29,3,230,3,0.05,0.22,601.91,2.99,2,16,96.55
343,easy,545.91,29,3,205,1,0.05,0.23,601.01,2.99,2,16,93.1
344,easy,460.86,27,3,95,0,0.05,0.19,599.47,2.99,1,19,88.89
345,easy,610.43,28,3,230,4,0.05,0.21,599.34,2.99,1,16,100.0
346,easy,638.96,38,3,230,4,0.05,0.27,599.56,2.99,1,22,84.21
347,easy,610.54,28,3,230,3,0.05,0.22,599.32,2.99,1,16,100.0
348,easy,620.28,29,3,215,4,0.05,0.18,599.43,2.99,0,16,96.55
349,easy,611.4,28,3,230,4,0.05,0.21,599.33,2.99,1,17,96.43
350,easy,619.37,32,3,210,2,0.05,0.32,602.73,3.0,1,21,90.62
351,easy,596.34,32,3,215,2,0.05,0.34,602.57,3.0,1,17,90.62
352,easy,588.81,29,3,220,3,0.05,0.44,602.07,3.0,2,15,93.1
353,easy,587.21,33,3,215,3,0.05,0.42,602.21,3.0,4,17,90.91
354,easy,594.61,33,3,215,3,0.05,0.44,602.07,3.0,2,17,90.91
355,easy,610.54,28,3,230,4,0.05,0.42,602.04,3.0,1,16,100.0
356,easy,604.82,36,3,220,3,0.05,0.49,602.02,3.0,1,17,88.89
357,easy,615.17,30,3,230,3,0.05,0.38,602.07,3.0,1,17,96.67
358,easy,588.6,29,3,215,3,0.05,0.38,601.66,3.0,2,16,100.0
359,easy,581.83,30,3,210,2,0.05,0.34,601.5,3.0,1,16,93.33
360,easy,591.47,31,3,220,2,0.05,0.45,601.3,3.0,2,16,90.32
361,easy,609.84,35,3,195,2,0.05,0.52,601.4,3.0,0,22,88.57
362,easy,592.75,27,3,215,2,0.05,0.38,601.1,3.0,0,16,100.0
363,easy,619.7,31,3,230,4,0.05,0.4,601.74,3.0,0,19,93.55
364,easy,640.24,28,3,230,5,0.05,0.32,601.81,3.0,1,19,96.43
365,easy,609.65,30,3,230,4,0.05,0.41,601.62,3.0,1,16,93.33
366,easy,604.25,33,3,215,3,0.05,0.37,601.29,3.0,0,18,90.91
367,easy,612.75,27,3,230,4,0.05,0.27,601.29,3.0,0,16,100.0
368,easy,575.75,27,3,205,1,0.05,0.26,601.06,3.0,0,15,100.0
369,easy,596.05,30,3,215,3,0.05,0.3,600.82,3.0,1,17,93.33
370,easy,587.73,35,3,215,3,0.05,0.27,600.59,3.0,4,17,85.71
371,easy,549.25,28,3,205,1,0.05,0.23,599.85,3.0,1,16,96.43
372,easy,612.75,27,3,230,4,0.05,0.21,599.8,3.0,0,16,100.0
373,easy,598.27,32,3,215,3,0.05,0.27,599.87,3.0,1,18,90.62
374,easy,613.55,30,3,230,4,0.05,0.3,600.33,3.0,1,17,93.33
375,easy,592.75,27,3,215,3,0.05,0.24,600.35,3.0,0,16,100.0
376,easy,612.75,27,3,230,3,0.05,0.24,600.82,3.0,0,16,100.0
377,easy,616.21,32,3,230,4,0.05,0.28,600.86,3.0,1,18,90.62
378,easy,622.37,35,3,230,4,0.05,0.31,600.97,3.0,0,18,88.57
379,easy,610.73,33,3,230,4,0.05,0.29,600.93,3.0,2,17,87.88
380,easy,589.33,30,3,220,1,0.05,0.32,601.04,3.0,1,22,93.33
381,easy,627.62,34,3,230,3,0.05,0.33,601.38,3.0,3,22,91.18
382,easy,593.02,30,3,215,3,0.05,0.39,601.19,3.0,1,16,96.67
383,easy,631.19,54,3,215,4,0.05,0.52,601.75,3.0,3,20,74.07
384,easy,456.89,36,3,105,0,0.05,0.35,600.17,3.0,3,18,80.56
385,easy,600.4,34,3,220,3,0.05,0.36,600.05,3.0,1,16,91.18
386,easy,600.25,29,3,220,3,0.05,0.28,600.33,3.0,0,17,96.55
387,easy,612.75,27,3,230,4,0.05,0.18,600.54,3.0,0,16,100.0
388,easy,610.43,28,3,230,3,0.05,0.2,600.69,3.0,1,16,100.0
389,easy,612.75,27,3,230,3,0.05,0.21,600.65,3.0,0,16,100.0
390,easy,654.78,35,3,230,4,0.05,0.35,601.04,3.0,0,20,88.57
391,easy,606.02,29,3,230,4,0.05,0.22,601.1,3.0,2,16,93.1
392,easy,589.97,32,3,205,2,0.05,0.25,600.62,3.0,3,21,96.88
393,easy,591.94,28,3,220,3,0.05,0.31,600.36,3.0,1,15,96.43
394,easy,617.26,29,3,230,4,0.05,0.39,600.42,3.0,0,17,96.55
395,easy,618.8,34,3,230,4,0.05,0.31,600.44,3.0,1,18,88.24
396,easy,612.75,27,3,230,4,0.05,0.25,600.4,3.0,0,16,100.0
397,easy,595.01,29,3,215,3,0.05,0.29,600.28,3.0,0,16,96.55
398,easy,615.6,31,3,230,4,0.05,0.27,600.37,3.0,0,17,93.55
399,easy,597.38,29,3,215,3,0.05,0.26,600.19,3.0,0,17,96.55
400,easy,614.18,33,3,230,3,0.05,0.36,600.2,3.0,2,17,90.91
401,easy,592.75,27,3,215,2,0.05,0.3,600.21,3.0,0,16,100.0
402,easy,613.55,31,3,230,4,0.05,0.35,600.2,3.0,0,16,93.55
403,easy,612.75,27,3,230,4,0.05,0.25,600.3,3.0,0,16,100.0
404,easy,603.44,34,3,220,2,0.05,0.38,600.12,3.0,1,17,88.24
405,easy,611.52,30,3,230,4,0.05,0.31,600.63,3.0,1,16,93.33
406,easy,458.38,26,3,100,0,0.05,0.3,599.5,3.0,1,20,92.31
407,easy,594.89,29,3,215,3,0.05,0.36,599.59,3.0,0,16,96.55
408,easy,613.15,29,3,230,3,0.05,0.37,599.56,3.0,0,16,96.55
409,easy,595.01,29,3,215,2,0.05,0.28,599.45,3.0,0,16,96.55
410,easy,593.88,30,3,215,3,0.05,0.31,599.04,3.0,1,17,93.33
411,easy,617.38,29,3,230,4,0.05,0.3,599.1,3.0,0,17,96.55
412,easy,605.81,29,3,230,4,0.05,0.28,599.07,3.0,2,16,93.1
413,easy,612.75,27,3,230,4,0.05,0.23,599.15,3.0,0,16,100.0
414,easy,622.39,33,3,230,4,0.05,0.3,599.36,3.0,0,18,90.91
415,easy,616.35,33,3,230,3,0.05,0.29,599.4,3.0,2,18,90.91
416,easy,592.75,27,3,215,2,0.05,0.24,599.4,3.0,0,16,100.0
417,easy,588.93,28,3,215,2,0.05,0.2,599.23,3.0,1,16,96.43
418,easy,608.16,31,3,230,4,0.05,0.22,599.13,3.0,2,16,90.32
419,easy,613.42,33,3,230,4,0.05,0.26,599.32,3.0,2,17,90.91
420,easy,610.84,33,3,230,3,0.05,0.29,599.33,3.0,2,17,87.88
421,easy,618.52,31,3,220,3,0.05,0.33,599.33,3.0,0,20,93.55
422,easy,585.08,31,3,220,3,0.05,0.45,599.26,3.0,4,15,87.1
423,easy,593.33,28,3,220,3,0.05,0.33,600.65,3.0,1,15,100.0
424,easy,610.05,32,3,230,4,0.05,0.37,600.84,3.0,1,16,90.62
425,easy,611.93,31,3,230,4,0.05,0.35,600.87,3.0,2,17,93.55
426,easy,632.83,29,3,230,3,0.05,0.38,600.99,3.0,0,22,96.55
427,easy,584.68,34,3,215,3,0.05,0.44,600.86,3.0,3,16,88.24
428,easy,549.25,28,3,205,1,0.05,0.46,600.21,3.0,1,16,96.43
429,easy,622.87,31,3,210,3,0.05,0.38,600.31,3.0,0,21,93.55
430,easy,619.4,31,3,230,4,0.05,0.38,600.56,3.0,0,17,93.55
431,easy,609.04,28,3,230,4,0.05,0.31,600.5,3.0,1,16,96.43
432,easy,582.39,30,3,215,3,0.05,0.36,600.17,3.0,3,16,90.0
433,easy,610.44,31,3,230,4,0.05,0.48,600.11,3.0,2,17,90.32
434,easy,614.64,29,3,215,4,0.05,0.4,600.18,3.0,2,18,93.1
435,easy,579.71,31,3,200,2,0.05,0.4,599.91,3.0,0,18,93.55
436,easy,606.02,34,3,220,2,0.05,0.52,600.04,3.0,1,18,88.24
437,easy,613.43,30,3,230,4,0.05,0.39,600.35,3.0,1,17,93.33
438,easy,613.4,33,3,215,3,0.05,0.53,600.38,3.0,2,22,93.94
439,easy,589.25,28,3,215,3,0.05,0.3,600.26,3.0,1,16,96.43
440,easy,612.75,27,3,230,4,0.05,0.28,600.47,3.0,0,16,100.0
441,easy,589.25,28,3,215,3,0.05,0.25,600.36,3.0,1,16,96.43
442,easy,591.51,30,3,215,3,0.05,0.21,600.21,3.0,1,16,93.33
443,easy,613.15,29,3,230,4,0.05,0.22,600.88,3.0,0,16,96.55
444,easy,612.75,27,3,230,3,0.05,0.2,602.4,3.0,0,16,100.0
445,easy,622.03,34,3,230,3,0.05,0.26,602.51,3.0,1,19,91.18
446,easy,587.37,34,3,220,3,0.05,0.29,602.0,3.0,5,16,82.35
447,easy,618.07,29,3,220,3,0.05,0.24,602.07,3.0,2,17,93.1
448,easy,572.75,27,3,220,1,0.05,0.24,601.6,3.0,0,16,100.0
449,easy,569.25,28,3,200,2,0.05,0.29,601.18,3.0,1,16,96.43
450,easy,550.64,29,3,210,1,0.05,0.25,600.49,3.0,2,16,93.1
451,easy,605.7,29,3,230,4,0.05,0.25,600.58,3.0,2,16,93.1
452,easy,581.06,30,3,205,2,0.05,0.26,600.51,3.0,1,18,93.33
453,easy,612.75,27,3,230,4,0.05,0.34,600.76,3.0,0,16,100.0
454,easy,587.87,29,3,215,3,0.05,0.31,600.69,3.0,2,16,93.1
455,easy,588.83,30,3,220,3,0.05,0.28,600.48,3.0,3,16,93.33
456,easy,634.55,35,3,230,5,0.05,0.38,600.77,3.0,4,17,82.86
457,easy,636.77,34,3,230,5,0.05,0.32,600.99,3.0,3,19,85.29
458,easy,597.83,30,3,220,3,0.05,0.26,601.08,3.0,1,16,96.67
459,easy,579.71,31,3,200,2,0.05,0.33,601.06,3.0,0,18,93.55
460,easy,612.75,27,3,230,3,0.05,0.31,601.27,3.0,0,16,100.0
461,easy,567.8,27,3,215,2,0.05,0.29,600.85,3.0,0,16,100.0
462,easy,631.8,31,3,215,4,0.05,0.33,601.24,3.0,0,20,93.55
463,easy,617.48,29,3,230,4,0.05,0.29,601.22,3.0,0,17,96.55
464,easy,614.86,30,3,210,4,0.05,0.28,600.97,3.0,1,20,93.33
465,easy,585.48,32,3,205,2,0.05,0.3,600.73,3.0,1,19,90.62
466,easy,600.16,29,3,220,3,0.05,0.26,600.69,3.0,0,16,96.55
467,easy,619.51,29,3,230,4,0.05,0.31,600.75,3.0,0,18,96.55
468,easy,605.7,29,3,230,3,0.05,0.28,601.05,3.0,2,16,93.1
469,easy,609.25,28,3,230,3,0.05,0.22,601.18,3.0,1,16,96.43
470,easy,604.84,35,3,220,3,0.05,0.28,601.36,3.0,2,19,85.71
471,easy,581.3,31,3,215,2,0.05,0.29,601.68,3.0,4,16,90.32
472,easy,614.25,36,3,220,2,0.05,0.3,601.69,3.0,3,22,86.11
473,easy,612.75,27,3,230,4,0.05,0.2,601.84,3.0,0,16,100.0
474,easy,589.79,31,3,215,2,0.05,0.24,601.6,3.0,2,17,90.32
475,easy,572.36,29,3,205,2,0.05,0.29,601.39,3.0,2,16,96.55
476,easy,598.59,34,3,215,3,0.05,0.34,601.25,3.0,1,18,88.24
477,easy,640.51,32,3,230,5,0.05,0.3,601.5,3.0,1,18,90.62
478,easy,625.9,36,3,230,4,0.05,0.39,601.53,3.0,1,20,86.11
479,easy,612.75,27,3,230,4,0.05,0.26,601.55,3.0,0,16,100.0
480,easy,614.15,32,3,230,3,0.05,0.27,601.8,3.0,1,18,90.62
481,easy,609.89,31,3,230,4,0.05,0.27,601.62,3.0,2,16,93.55
482,easy,617.38,29,3,230,3,0.05,0.33,601.87,3.0,0,17,96.55
483,easy,642.83,31,3,230,5,0.05,0.33,601.98,3.0,0,17,93.55
484,easy,597.7,27,3,220,2,0.05,0.22,603.39,3.0,0,16,100.0
485,easy,613.15,29,3,230,4,0.05,0.29,603.52,3.0,0,16,96.55
486,easy,612.75,27,3,230,4,0.05,0.32,603.64,3.0,0,16,100.0
487,easy,617.15,31,3,230,4,0.05,0.29,603.69,3.0,0,16,93.55
488,easy,620.71,35,3,230,4,0.05,0.31,603.79,3.0,0,18,88.57
489,easy,113.1,39,1,-10,0,0.05,0.5,598.79,2.98,17,14,58.97
490,easy,599.62,31,3,215,3,0.05,0.32,598.24,2.98,0,17,93.55
491,easy,572.25,28,3,205,1,0.05,0.41,597.9,2.98,1,15,96.43
492,easy,612.69,30,3,230,4,0.05,0.33,598.13,2.98,1,16,96.67
493,easy,627.61,35,3,220,4,0.05,0.3,598.49,2.98,2,19,85.71
494,easy,612.75,27,3,230,3,0.05,0.25,598.44,2.98,0,16,100.0
495,easy,597.69,29,3,220,2,0.05,0.27,598.23,2.98,0,15,96.55
496,easy,572.75,27,3,200,2,0.05,0.26,597.83,2.98,0,16,100.0
497,easy,573.23,31,3,205,1,0.05,0.25,597.61,2.98,2,16,90.32
498,easy,589.25,28,3,215,3,0.05,0.18,597.35,2.98,1,16,96.43
499,easy,595.65,27,3,220,3,0.05,0.33,597.33,2.98,0,15,100.0
500,easy,609.25,28,3,230,4,0.05,0.33,597.28,2.98,1,16,96.43
